,prod_est,coverage,type,year,month,concept,value_usd,status
279,Trade Balance of Goods of Mexico,National,Imports,2013,4,Freight and insurance of imports,855.859,Final Figures
280,Trade Balance of Goods of Mexico,National,Imports,2013,4,Total Imports CIF (Total Imports + Freight and Insurance of Imports),34943.4,Final Figures
281,Trade Balance of Goods of Mexico,National,Imports,2013,4,Petroleum,4138.032,Final Figures
282,Trade Balance of Goods of Mexico,National,Imports,2013,4,Non Petroleum,29949.509,Final Figures
283,Trade Balance of Goods of Mexico,National,Imports,2013,4,Consumer Goods,5465.985,Final Figures
284,Trade Balance of Goods of Mexico,National,Imports,2013,4,Intermediate Goods,25095.383,Final Figures
285,Trade Balance of Goods of Mexico,National,Imports,2013,4,Capital Goods,3526.173,Final Figures
286,Trade Balance of Goods of Mexico,National,Not applicable,2013,4,Total Trade Balance Exports Total - Imports Total,-1358.403,Final Figures
287,Trade Balance of Goods of Mexico,National,Not applicable,2013,4,Total Trade Balance Exports Total - Imports Total CIF,-2214.262,Final Figures
288,Trade Balance of Goods of Mexico,National,Exports,2013,5,Total Exports,32845.282,Final Figures
289,Trade Balance of Goods of Mexico,National,Exports,2013,5,Petroleum,3679.042,Final Figures
290,Trade Balance of Goods of Mexico,National,Exports,2013,5,Crude Oil,3148.618,Final Figures
291,Trade Balance of Goods of Mexico,National,Exports,2013,5,Other Oil,530.424,Final Figures
292,Trade Balance of Goods of Mexico,National,Exports,2013,5,Non Petroleum,29166.24,Final Figures
293,Trade Balance of Goods of Mexico,National,Exports,2013,5,Agrarian,1124.141,Final Figures
294,Trade Balance of Goods of Mexico,National,Exports,2013,5,Extractive,363.074,Final Figures
295,Trade Balance of Goods of Mexico,National,Exports,2013,5,Manufacturing,27679.025,Final Figures
296,Trade Balance of Goods of Mexico,National,Imports,2013,5,Total Imports,33305.574,Final Figures
297,Trade Balance of Goods of Mexico,National,Imports,2013,5,Freight and insurance of imports,858.977,Final Figures
298,Trade Balance of Goods of Mexico,National,Imports,2013,5,Total Imports CIF (Total Imports + Freight and Insurance of Imports),34164.551,Final Figures
299,Trade Balance of Goods of Mexico,National,Imports,2013,5,Petroleum,3374.257,Final Figures
300,Trade Balance of Goods of Mexico,National,Imports,2013,5,Non Petroleum,29931.317,Final Figures
301,Trade Balance of Goods of Mexico,National,Imports,2013,5,Consumer Goods,4672.096,Final Figures
302,Trade Balance of Goods of Mexico,National,Imports,2013,5,Intermediate Goods,25373.377,Final Figures
303,Trade Balance of Goods of Mexico,National,Imports,2013,5,Capital Goods,3260.101,Final Figures
304,Trade Balance of Goods of Mexico,National,Not applicable,2013,5,Total Trade Balance Exports Total - Imports Total,-460.292,Final Figures
305,Trade Balance of Goods of Mexico,National,Not applicable,2013,5,Total Trade Balance Exports Total - Imports Total CIF,-1319.269,Final Figures
306,Trade Balance of Goods of Mexico,National,Exports,2013,6,Total Exports,31088.267,Final Figures
307,Trade Balance of Goods of Mexico,National,Exports,2013,6,Petroleum,3726.564,Final Figures
308,Trade Balance of Goods of Mexico,National,Exports,2013,6,Crude Oil,3199.106,Final Figures
309,Trade Balance of Goods of Mexico,National,Exports,2013,6,Other Oil,527.458,Final Figures
310,Trade Balance of Goods of Mexico,National,Exports,2013,6,Non Petroleum,27361.703,Final Figures
311,Trade Balance of Goods of Mexico,National,Exports,2013,6,Agrarian,890.289,Final Figures
312,Trade Balance of Goods of Mexico,National,Exports,2013,6,Extractive,426.212,Final Figures
313,Trade Balance of Goods of Mexico,National,Exports,2013,6,Manufacturing,26045.202,Final Figures
314,Trade Balance of Goods of Mexico,National,Imports,2013,6,Total Imports,30168.158,Final Figures
315,Trade Balance of Goods of Mexico,National,Imports,2013,6,Freight and insurance of imports,767.041,Final Figures
316,Trade Balance of Goods of Mexico,National,Imports,2013,6,Total Imports CIF (Total Imports + Freight and Insurance of Imports),30935.199,Final Figures
317,Trade Balance of Goods of Mexico,National,Imports,2013,6,Petroleum,3073.041,Final Figures
318,Trade Balance of Goods of Mexico,National,Imports,2013,6,Non Petroleum,27095.117,Final Figures
319,Trade Balance of Goods of Mexico,National,Imports,2013,6,Consumer Goods,4200.091,Final Figures
320,Trade Balance of Goods of Mexico,National,Imports,2013,6,Intermediate Goods,22963.741,Final Figures
321,Trade Balance of Goods of Mexico,National,Imports,2013,6,Capital Goods,3004.326,Final Figures
322,Trade Balance of Goods of Mexico,National,Not applicable,2013,6,Total Trade Balance Exports Total - Imports Total,920.109,Final Figures
323,Trade Balance of Goods of Mexico,National,Not applicable,2013,6,Total Trade Balance Exports Total - Imports Total CIF,153.068,Final Figures
324,Trade Balance of Goods of Mexico,National,Exports,2013,7,Total Exports,32252.174,Final Figures
325,Trade Balance of Goods of Mexico,National,Exports,2013,7,Petroleum,4303.762,Final Figures
326,Trade Balance of Goods of Mexico,National,Exports,2013,7,Crude Oil,3786.788,Final Figures
327,Trade Balance of Goods of Mexico,National,Exports,2013,7,Other Oil,516.974,Final Figures
328,Trade Balance of Goods of Mexico,National,Exports,2013,7,Non Petroleum,27948.412,Final Figures
329,Trade Balance of Goods of Mexico,National,Exports,2013,7,Agrarian,717.021,Final Figures
330,Trade Balance of Goods of Mexico,National,Exports,2013,7,Extractive,314.901,Final Figures
331,Trade Balance of Goods of Mexico,National,Exports,2013,7,Manufacturing,26916.49,Final Figures
332,Trade Balance of Goods of Mexico,National,Imports,2013,7,Total Imports,33651.211,Final Figures
333,Trade Balance of Goods of Mexico,National,Imports,2013,7,Freight and insurance of imports,859.417,Final Figures
334,Trade Balance of Goods of Mexico,National,Imports,2013,7,Total Imports CIF (Total Imports + Freight and Insurance of Imports),34510.628,Final Figures
335,Trade Balance of Goods of Mexico,National,Imports,2013,7,Petroleum,3635.166,Final Figures
336,Trade Balance of Goods of Mexico,National,Imports,2013,7,Non Petroleum,30016.045,Final Figures
337,Trade Balance of Goods of Mexico,National,Imports,2013,7,Consumer Goods,4828.804,Final Figures
338,Trade Balance of Goods of Mexico,National,Imports,2013,7,Intermediate Goods,25352.123,Final Figures
339,Trade Balance of Goods of Mexico,National,Imports,2013,7,Capital Goods,3470.285,Final Figures
340,Trade Balance of Goods of Mexico,National,Not applicable,2013,7,Total Trade Balance Exports Total - Imports Total,-1399.037,Final Figures
341,Trade Balance of Goods of Mexico,National,Not applicable,2013,7,Total Trade Balance Exports Total - Imports Total CIF,-2258.454,Final Figures
342,Trade Balance of Goods of Mexico,National,Exports,2013,8,Total Exports,32677.304,Final Figures
343,Trade Balance of Goods of Mexico,National,Exports,2013,8,Petroleum,4174.492,Final Figures
344,Trade Balance of Goods of Mexico,National,Exports,2013,8,Crude Oil,3615.722,Final Figures
345,Trade Balance of Goods of Mexico,National,Exports,2013,8,Other Oil,558.77,Final Figures
346,Trade Balance of Goods of Mexico,National,Exports,2013,8,Non Petroleum,28502.812,Final Figures
347,Trade Balance of Goods of Mexico,National,Exports,2013,8,Agrarian,592.894,Final Figures
348,Trade Balance of Goods of Mexico,National,Exports,2013,8,Extractive,471.908,Final Figures
349,Trade Balance of Goods of Mexico,National,Exports,2013,8,Manufacturing,27438.01,Final Figures
350,Trade Balance of Goods of Mexico,National,Imports,2013,8,Total Imports,32902.205,Final Figures
351,Trade Balance of Goods of Mexico,National,Imports,2013,8,Freight and insurance of imports,852.897999,Final Figures
352,Trade Balance of Goods of Mexico,National,Imports,2013,8,Total Imports CIF (Total Imports + Freight and Insurance of Imports),33755.103,Final Figures
353,Trade Balance of Goods of Mexico,National,Imports,2013,8,Petroleum,3701.245,Final Figures
354,Trade Balance of Goods of Mexico,National,Imports,2013,8,Non Petroleum,29200.96,Final Figures
355,Trade Balance of Goods of Mexico,National,Imports,2013,8,Consumer Goods,4981.58,Final Figures
356,Trade Balance of Goods of Mexico,National,Imports,2013,8,Intermediate Goods,24685.083,Final Figures
357,Trade Balance of Goods of Mexico,National,Imports,2013,8,Capital Goods,3235.542,Final Figures
358,Trade Balance of Goods of Mexico,National,Not applicable,2013,8,Total Trade Balance Exports Total - Imports Total,-224.901,Final Figures
359,Trade Balance of Goods of Mexico,National,Not applicable,2013,8,Total Trade Balance Exports Total - Imports Total CIF,-1077.799,Final Figures
360,Trade Balance of Goods of Mexico,National,Exports,2013,9,Total Exports,31377.763,Final Figures
361,Trade Balance of Goods of Mexico,National,Exports,2013,9,Petroleum,4014.648,Final Figures
362,Trade Balance of Goods of Mexico,National,Exports,2013,9,Crude Oil,3575.614,Final Figures
363,Trade Balance of Goods of Mexico,National,Exports,2013,9,Other Oil,439.034,Final Figures
364,Trade Balance of Goods of Mexico,National,Exports,2013,9,Non Petroleum,27363.115,Final Figures
365,Trade Balance of Goods of Mexico,National,Exports,2013,9,Agrarian,602.293,Final Figures
366,Trade Balance of Goods of Mexico,National,Exports,2013,9,Extractive,390.714,Final Figures
367,Trade Balance of Goods of Mexico,National,Exports,2013,9,Manufacturing,26370.108,Final Figures
368,Trade Balance of Goods of Mexico,National,Imports,2013,9,Total Imports,30726.402,Final Figures
369,Trade Balance of Goods of Mexico,National,Imports,2013,9,Freight and insurance of imports,787.217,Final Figures
370,Trade Balance of Goods of Mexico,National,Imports,2013,9,Total Imports CIF (Total Imports + Freight and Insurance of Imports),31513.619,Final Figures
371,Trade Balance of Goods of Mexico,National,Imports,2013,9,Petroleum,3108.59,Final Figures
372,Trade Balance of Goods of Mexico,National,Imports,2013,9,Non Petroleum,27617.812,Final Figures
373,Trade Balance of Goods of Mexico,National,Imports,2013,9,Consumer Goods,4689.924,Final Figures
374,Trade Balance of Goods of Mexico,National,Imports,2013,9,Intermediate Goods,23134.013,Final Figures
375,Trade Balance of Goods of Mexico,National,Imports,2013,9,Capital Goods,2902.466,Final Figures
376,Trade Balance of Goods of Mexico,National,Not applicable,2013,9,Total Trade Balance Exports Total - Imports Total,651.361,Final Figures
377,Trade Balance of Goods of Mexico,National,Not applicable,2013,9,Total Trade Balance Exports Total - Imports Total CIF,-135.856,Final Figures
378,Trade Balance of Goods of Mexico,National,Exports,2013,10,Total Exports,35082.425,Final Figures
379,Trade Balance of Goods of Mexico,National,Exports,2013,10,Petroleum,4340.204,Final Figures
380,Trade Balance of Goods of Mexico,National,Exports,2013,10,Crude Oil,3512.138,Final Figures
381,Trade Balance of Goods of Mexico,National,Exports,2013,10,Other Oil,828.066,Final Figures
382,Trade Balance of Goods of Mexico,National,Exports,2013,10,Non Petroleum,30742.221,Final Figures
383,Trade Balance of Goods of Mexico,National,Exports,2013,10,Agrarian,846.17,Final Figures
384,Trade Balance of Goods of Mexico,National,Exports,2013,10,Extractive,357.491,Final Figures
385,Trade Balance of Goods of Mexico,National,Exports,2013,10,Manufacturing,29538.56,Final Figures
386,Trade Balance of Goods of Mexico,National,Imports,2013,10,Total Imports,35217.067,Final Figures
387,Trade Balance of Goods of Mexico,National,Imports,2013,10,Freight and insurance of imports,902.836,Final Figures
388,Trade Balance of Goods of Mexico,National,Imports,2013,10,Total Imports CIF (Total Imports + Freight and Insurance of Imports),36119.903,Final Figures
389,Trade Balance of Goods of Mexico,National,Imports,2013,10,Petroleum,3271.853,Final Figures
390,Trade Balance of Goods of Mexico,National,Imports,2013,10,Non Petroleum,31945.214,Final Figures
391,Trade Balance of Goods of Mexico,National,Imports,2013,10,Consumer Goods,5492.615,Final Figures
392,Trade Balance of Goods of Mexico,National,Imports,2013,10,Intermediate Goods,26124.642,Final Figures
393,Trade Balance of Goods of Mexico,National,Imports,2013,10,Capital Goods,3599.81,Final Figures
394,Trade Balance of Goods of Mexico,National,Not applicable,2013,10,Total Trade Balance Exports Total - Imports Total,-134.642,Final Figures
395,Trade Balance of Goods of Mexico,National,Not applicable,2013,10,Total Trade Balance Exports Total - Imports Total CIF,-1037.478,Final Figures
396,Trade Balance of Goods of Mexico,National,Exports,2013,11,Total Exports,31673.409,Final Figures
397,Trade Balance of Goods of Mexico,National,Exports,2013,11,Petroleum,3637.949,Final Figures
398,Trade Balance of Goods of Mexico,National,Exports,2013,11,Crude Oil,3223.327,Final Figures
399,Trade Balance of Goods of Mexico,National,Exports,2013,11,Other Oil,414.622,Final Figures
400,Trade Balance of Goods of Mexico,National,Exports,2013,11,Non Petroleum,28035.46,Final Figures
401,Trade Balance of Goods of Mexico,National,Exports,2013,11,Agrarian,992.62,Final Figures
402,Trade Balance of Goods of Mexico,National,Exports,2013,11,Extractive,399.698,Final Figures
403,Trade Balance of Goods of Mexico,National,Exports,2013,11,Manufacturing,26643.142,Final Figures
404,Trade Balance of Goods of Mexico,National,Imports,2013,11,Total Imports,31363.977,Final Figures
405,Trade Balance of Goods of Mexico,National,Imports,2013,11,Freight and insurance of imports,780.571,Final Figures
406,Trade Balance of Goods of Mexico,National,Imports,2013,11,Total Imports CIF (Total Imports + Freight and Insurance of Imports),32144.548,Final Figures
407,Trade Balance of Goods of Mexico,National,Imports,2013,11,Petroleum,2953.549,Final Figures
408,Trade Balance of Goods of Mexico,National,Imports,2013,11,Non Petroleum,28410.428,Final Figures
409,Trade Balance of Goods of Mexico,National,Imports,2013,11,Consumer Goods,4775.81,Final Figures
410,Trade Balance of Goods of Mexico,National,Imports,2013,11,Intermediate Goods,23244.747,Final Figures
411,Trade Balance of Goods of Mexico,National,Imports,2013,11,Capital Goods,3343.42,Final Figures
412,Trade Balance of Goods of Mexico,National,Not applicable,2013,11,Total Trade Balance Exports Total - Imports Total,309.432,Final Figures
413,Trade Balance of Goods of Mexico,National,Not applicable,2013,11,Total Trade Balance Exports Total - Imports Total CIF,-471.139,Final Figures
414,Trade Balance of Goods of Mexico,National,Exports,2013,12,Total Exports,32061.207,Final Figures
415,Trade Balance of Goods of Mexico,National,Exports,2013,12,Petroleum,4373.637,Final Figures
416,Trade Balance of Goods of Mexico,National,Exports,2013,12,Crude Oil,3716.439,Final Figures
417,Trade Balance of Goods of Mexico,National,Exports,2013,12,Other Oil,657.198,Final Figures
418,Trade Balance of Goods of Mexico,National,Exports,2013,12,Non Petroleum,27687.57,Final Figures
419,Trade Balance of Goods of Mexico,National,Exports,2013,12,Agrarian,1145.584,Final Figures
420,Trade Balance of Goods of Mexico,National,Exports,2013,12,Extractive,509.073,Final Figures
421,Trade Balance of Goods of Mexico,National,Exports,2013,12,Manufacturing,26032.913,Final Figures
422,Trade Balance of Goods of Mexico,National,Imports,2013,12,Total Imports,30441.223,Final Figures
423,Trade Balance of Goods of Mexico,National,Imports,2013,12,Freight and insurance of imports,772.535999,Final Figures
